労	ロウ;ろうする;いたわる;いたずき;ねぎら;つかれる;ねぎらう	labor; thank for; reward for; toil; trouble	general
老	ロウ;おいる;ふける	old man; old age; grow old	general
録	ロク	record	general
良	リョウ;よい;-よい;いい;-いい	good; pleasing; skilled	general
量	リョウ;はかる	quantity; measure; weight; amount; consider; estimate; surmise	general
輪	リン;わ	wheel; ring; circle; link; loop; counter for wheels and flowers	general
類	ルイ;たぐい	sort; kind; variety; class; genus	general
令	レイ	orders; ancient laws; command; decree	general
例	レイ;たとえる	example; custom; usage; precedent	general
冷	レイ;つめたい;ひえる;ひや;ひややか;ひやす;ひやかす;さめる;さます	cool; cold (beer, person); chill	general
要	ヨウ;いる;かなめ	need; main point; essence; pivot; key to	general
養	ヨウ;リョウ;やしなう	foster; bring up; rear; develop; nurture	general
浴	ヨク;あびる;あびせる	bathe; be favored with; bask in	general
利	リ;きく	profit; advantage; benefit	general
陸	リク;ロク;おか	land; six	general
料	リョウ	fee; materials	general
勇	ユウ;いさむ	courage; cheer up; be in high spirits; bravery; heroism	general
約	ヤク	promise; approximately; shrink	general
満	マン;バン;みちる;みつ;みたす	full; fullness; enough; satisfy	general
未	ミ;ビ;いまだ;まだ;ひつじ	un-; not yet; hitherto; still; even now; sign of the ram; 1-3PM; eighth sign of Chinese zodiac	general
脈	ミャク;すじ	vein; pulse; hope	general
民	ミン;たみ	people; nation; subjects	general
無	ム;ブ;ない	nothingness; none; ain't; nothing; nil; not	general
末	マツ;バツ;すえ	end; close; tip; powder; posterity	general
包	ホウ;つつむ;くるむ	wrap; pack up; cover; conceal	general
法	ホウ;ハッ;ホッ;フラン;のり	method; law; rule; principle; model; system	general
望	ボウ;モウ;のぞむ;もち	ambition; full moon; hope; desire; aspire to; expect	general
牧	ボク;まき	breed; care for; shepherd; feed; pasture	general
便	ベン;ビン;たより	convenience	general
兵	ヘイ;ヒョウ;つわもの	soldier; private; troops; army; warfare; strategy; tactics	general
別	ベツ;わかれる;わける	separate; branch off; diverge; fork; another; extra; specially	general
変	ヘン;かわる;かわり;かえる	unusual; change; strange	general
辺	ヘン;あたり;ほとり;-べ	environs; boundary; border; vicinity	general
副	フク	vice-; duplicate; copy	general
粉	フン;デシメートル;こ;こな	flour; powder; dust	general
不	フ;ブ	negative; non-; bad; ugly; clumsy	general
付	フ;つける;-つける;-づける;つけ;つけ-;-つけ;-づけ;-づけ;つく;-づく;つき;-つき;-つ	adhere; attach; refer to; append	general
夫	フ;フウ;ブ;おっと;それ	husband; man	general
府	フ	borough; urban prefecture; govt office; representative body; storehouse	general
飯	ハン;めし	meal; boiled rice	general
費	ヒ;ついやす;ついえる	expense; cost; spend; consume; waste	general
飛	ヒ;とぶ;とばす;-とばす	fly; skip (pages); scatter	general
必	ヒツ;かならず	invariably; certain; inevitable	general
標	ヒョウ;しるべ;しるし	signpost; seal; mark; stamp; imprint; symbol; emblem; trademark; evidence; souvenir; target	general
票	ヒョウ	ballot; label; ticket; sign	general
博	ハク;バク	Dr.; command; esteem; win acclaim; Ph.D.; exposition; fair	general
熱	ネツ;あつい	heat; temperature; fever; mania; passion	general
念	ネン	wish; sense; idea; thought; feeling; desire; attention	general
敗	ハイ;やぶれる	failure; defeat; reversal	general
梅	バイ;うめ	plum	general
働	ドウ;リュク;リキ;ロク;リョク;はたらく	work; (kokuji)	general
堂	ドウ	public chamber; hall	general
得	トク;える;うる	gain; get; find; earn; acquire; can; may; able to; profit; advantage; benefit	general
特	トク	special	general
毒	ドク	poison; virus; venom; germ; harm; injury; spite	general
灯	トウ;ひ;ほ-;ともしび;ともす;あかり	lamp; a light; light; counter for lights	general
努	ド;つとめる	toil; diligent; as much as possible	general
徒	ト;いたずら;あだ	junior; emptiness; vanity; futility; uselessness; ephemeral thing; gang; set; party; people	general
兆	チョウ;きざす;きざし	portent; 10**12; trillion; sign; omen; symptoms	general
腸	チョウ;はらわた	intestines; guts; bowels; viscera	general
低	テイ;ひくい;ひくめる;ひくまる	lower; short; humble	general
停	テイ;とめる;とまる	halt; stopping	general
底	テイ;そこ	bottom; sole; depth; bottom price; base; kind; sort	general
的	テキ;まと	bull's eye; mark; target; object; adjective ending	general
典	テン;デン	code; ceremony; law; rule	general
伝	デン;テン;つたわる;つたえる;つたう;つだう;-づたい;つて	transmit; go along; walk along; follow; report; communicate; legend; tradition	general
貯	チョ;ためる;たくわえる	savings; store; lay in; keep; wear mustache	general
置	チ;おく;-おき	placement; put; set; deposit; leave behind; keep; employ; pawn	general
仲	チュウ;なか	go-between; relationship	general
達	タツ;ダ;-たち	accomplished; reach; arrive; attain	general
単	タン;ひとえ	simple; one; single; merely	general
隊	タイ	regiment; party; company; squad	general
帯	タイ;おびる;おび	sash; belt; obi; zone; region	general
巣	ソウ;す;すくう	nest; rookery; hive; cobweb; den	general
争	ソウ;あらそう;いかでか	contend; dispute; argue	general
側	ソク;かわ;がわ;そば	side; lean; oppose; regret	general
束	ソク;たば;たばねる;つか;つかねる	bundle; sheaf; ream; tie in bundles; govern; manage; control	general
続	ゾク;ショク;コウ;キョウ;つづく;つづける;つぐない	continue; series; sequel	general
卒	ソツ;シュツ;そっする;おえる;おわる;ついに;にわか	graduate; soldier; private; die	general
孫	ソン;まご	grandchild; descendants	general
倉	ソウ;くら	godown; warehouse; storehouse; cellar; treasury	general
席	セキ;むしろ	seat; mat; occasion; place	general
積	セキ;つむ;-づみ;つもる;つもり	volume; product (x*y); acreage; contents; pile up; stack; load; amass	general
折	セツ;おる;おり;おり;-おり;おれる	fold; break; fracture; bend; yield; submit	general
節	セツ;セチ;ふし;-ぶし;のっと	node; season; period; occasion; verse; clause; stanza; honor; joint; knuckle; knob; knot; tune; melody	general
説	セツ;ゼイ;とく	rumor; opinion; theory	general
戦	セン;いくさ;たたかう;おののく;そよぐ;わななく	war; battle; match	general
浅	セン;あさい	shallow; superficial; frivolous; wretched; shameful	general
選	セン;えらぶ	elect; select; choose; prefer	general
然	ゼン;ネン;しか;しかり;しかし;さ	sort of thing; so; if so; in that case; well	general
清	セイ;ショウ;シン;きよい;きよまる;きよめる	pure; purify; cleanse; exorcise; Manchu dynasty	general
静	セイ;ジョウ;しず-;しずか;しずまる;しずめる	quiet	general
成	セイ;ジョウ;なる;なす;-なす	turn into; become; get; grow; elapse; reach	general
信	シン	faith; truth; fidelity; trust	general
臣	シン;ジン	retainer; subject	general
順	ジュン	obey; order; turn; right; docility; occasion	general
初	ショ;はじめ;はじめて;はつ;はつ-;うい-;-そめる;-ぞめ	first time; beginning	general
唱	ショウ;となえる	chant; recite; call upon; yell	general
松	ショウ;まつ	pine tree	general
焼	ショウ;やく;やき;やき-;-やき;やける	bake; burning	general
照	ショウ;てる;てらす;てれる	illuminate; shine; compare; bashful	general
省	セイ;ショウ;かえりみる;はぶく	focus; government ministry; conserve	general
笑	ショウ;わらう;えむ	laugh	general
象	ショウ;ゾウ;かたどる	elephant; pattern after; imitate; image; shape; sign (of the times)	general
賞	ショウ;ほめる	prize; reward; praise	general
祝	シュク;シュウ;いわう	celebrate; congratulate	general
周	シュウ;まわり	circumference; circuit; lap	general
種	シュ;たね;-ぐさ	species; kind; class; variety; seed	general
借	シャク;かりる	borrow; rent	general
辞	ジ;やめる;いなむ	resign; word; term; expression	general
失	シツ;うしなう;うせる	lose; error; fault; disadvantage; loss	general
試	シ;こころみる;ためす	test; try; attempt; experiment; ordeal	general
児	ジ;ニ;ゲイ;こ;-こ;-っこ	newborn babe; child; young of animals	general
治	ジ;チ;おさめる;おさまる;なおる;なおす	reign; be at peace; calm down; subdue; quell; govt; cure; heal; rule; conserve	general
氏	シ;うじ;-うじ	family name; surname; clan	general
史	シ	history; chronicle	general
士	シ	gentleman; samurai; samurai radical (no. 33)	general
参	サン;シン;まいる;まい-;まじわる;みつ	nonplussed; three; going; coming; visiting; visit; be defeated; die; be madly in love	general
散	サン;ちる;ちらす;-ちらす;ちらかす;ちらかる;ばら	scatter; disperse; spend; squander	general
産	サン;うむ;うまれる;うぶ-;むす	products; bear; give birth; yield; childbirth; native; property	general
残	ザン;サン;のこる;のこす;そこなう;のこり	remainder; leftover; balance	general
司	シ;つかさどる	director; official; govt office; rule; administer	general
察	サツ	guess; presume; surmise; judge; understand	general
札	サツ;ふだ	tag; paper money; counter for bonds; placard; bid	general
殺	サツ;サイ;セツ;ころす;-ごろし;そぐ	kill; murder; butcher; slice off; split; diminish; reduce; spoil	general
刷	サツ;する;-ずり;-ずり;はく	printing; print	general
菜	サイ;な	vegetable; side dish; greens	general
材	ザイ	lumber; log; timber; wood; talent	general
昨	サク	yesterday; previous	general
差	サ;さす;さし	distinction; difference; variation; discrepancy; margin; balance	general
最	サイ;シュ;もっとも;つま	utmost; most; extreme	general
告	コク;つげる	revelation; tell; inform; announce	general
航	コウ	navigate; sail; cruise; fly	general
功	コウ;ク;いさお	achievement; merits; success; honor; credit	general
好	コウ;このむ;すく;よい;いい	fond; pleasing; like something	general
康	コウ	ease; peace	general
候	コウ;そうろう	climate; season; weather	general
固	コ;かためる;かたまる;かたまり;かたい	harden; set; clot; curdle	general
芸	ゲイ;ウン;うえる;のり;わざ	technique; art; craft; performance; acting; trick; stunt	general
欠	ケツ;ケン;かける;かく	lack; gap; fail; yawning radical (no. 76)	general
結	ケツ;ケチ;むすぶ;ゆう;ゆわえる	tie; bind; contract; join; organize; do up hair; fasten	general
健	ケン;すこやか	healthy; health; strength; persistence	general
建	ケン;コン;たてる;たて;-だて;たつ	build	general
験	ケン;ゲン;あかし;しるし;ためす;ためし	verification; effect; testing	general
径	ケイ;みち;こみち;さしわたし;ただちに	diameter; path; method	general
景	ケイ	scenery; view	general
訓	クン;キン;おしえる;よむ;くんずる	instruction; Japanese character reading; explanation; read	general
軍	グン	army; force; troops; war; battle	general
郡	グン;こうり	county; district	general
型	ケイ;かた;-がた	mould; type; model	general
鏡	キョウ;ケイ;かがみ	mirror; speculum; barrel-head; round rice-cake offering	general
極	キョク;ゴク;きわめる;きわまる;きわまり;きわみ;きめる;-ぎめ;きまる	poles; settlement; conclusion; end; highest rank; electric poles; very; extremely; most; highly; 10**48	general
挙	キョ;あげる;あがる;こぞる	raise; plan; project; behavior; actions	general
漁	ギョ;リョウ;あさる	fishing; fishery	general
競	キョウ;ケイ;きそう;せる	emulate; compete with; bid; sell at auction; bout; contest; race	general
共	キョウ;とも;ともに;-ども	together; both; neither; all; and; alike; with	general
協	キョウ	co-; cooperation	general
季	キ	seasons	general
紀	キ	chronicle; account; narrative; history; annals; geologic period	general
議	ギ	deliberation; consultation; debate; consideration	general
救	キュウ;すくう	salvation; save; help; rescue; reclaim	general
求	キュウ;グ;もとめる	request; want; wish for; require; demand	general
泣	キュウ;なく	cry; weep; moan	general
給	キュウ;たまう;たもう;-たまえ	salary; wage; gift; allow; grant; bestow on	general
希	キ;ケ;まれ	hope; beg; request; pray; beseech; Greece; dilute (acid); rare; few; phenomenal	general
旗	キ;はた	national flag; banner; standard	general
機	キ;はた	mechanism; opportunity; occasion; machine; airplane	general
器	キ;うつわ	utensil; vessel; receptacle; implement; instrument; ability; container; tool; set	general
関	カン;せき;-ぜき;かかわる;からくり;かんぬき	connection; barrier; gateway; involve; concerning	general
願	ガン;ねがう;-ねがい	petition; request; vow; wish; hope	general
喜	キ;よろこぶ;よろこばす	rejoice; take pleasure in	general
管	カン;くだ	pipe; tube; wind instrument; drunken talk	general
観	カン;みる;しめす	outlook; look; appearance; condition; view	general
完	カン	perfect; completion; end	general
官	カン	bureaucrat; the government	general
改	カイ;あらためる;あらたまる	reformation; change; modify; mend; renew; examine; inspect; search	general
械	カイ;かせ	contraption; fetter; machine; instrument	general
害	ガイ	harm; injury	general
街	ガイ;カイ;まち	boulevard; street; town	general
各	カク;おのおの	each; every; either	general
覚	カク;おぼえる;さます;さめる;さとる	memorize; learn; remember; awake; sober up	general
栄	エイ;ヨウ;さかえる;はえ;-ばえ;はえる;え	flourish; prosperity; honor; glory; splendor	general
英	エイ;はなぶさ	England; English	general
塩	エン;しお	salt	general
億	オク	hundred million; 10**8	general
加	カ;くわえる;くわわる	add; addition; increase; join; include; Canada	general
果	カ;はたす;はたす;-はたす;はてる;-はてる;はて	fruit; reward; carry out; achieve; complete; end; finish; succeed	general
課	カ	chapter; lesson; section; department; division; counter for chapters (of a book)	general
貨	カ;たから	freight; goods; property	general
芽	ガ;め	bud; sprout; spear; germ	general
愛	アイ;いとしい;かなしい;めでる;おしむ;まな	love; affection; favourite	general
案	アン;つくえ	plan; suggestion; draft; ponder; fear; proposition; idea; expectation; bill; worry	general
以	イ;もって	by means of; because; in view of; compared with	general
位	イ;くらい;ぐらい	rank; grade; throne; crown; about; some	general
囲	イ;かこむ;かこう;かこい	surround; besiege; store; paling; enclosure; encircle; preserve; keep	general
胃	イ	stomach; paunch; crop; craw	general
衣	イ;エ;ころも;きぬ;-ぎ	garment; clothes; dressing	general
印	イン;しるし;-じるし;しるす	stamp; seal; mark; imprint; symbol; emblem; trademark; evidence; souvenir; India	general
領	リョウ;えり	jurisdiction; dominion; territory; fief; reign	general
率	ソツ;リツ;シュツ;ひきいる	ratio; rate; proportion; %; coefficient; factor	general
略	リャク;ほぼ;おかす;おさめる;はかりごと;はかる;はぶく;りゃくす;りゃくする	abbreviation; omission; outline; shorten; capture; plunder	general
留	リュウ;ル;とめる;とまる;とどめる;とどまる;るうぶる	detain; fasten; halt; stop	general
預	ヨ;あずける;あずかる	deposit; custody; leave with; entrust to	general
容	ヨウ;いれる	contain; form; looks	general
余	ヨ;あまる;あまり;あます;あんまり	too much; myself; surplus; other; remainder	general
輸	ユ;シュ	transport; send; be inferior	general
迷	メイ;まよう	astray; be perplexed; in doubt; lost; err; illusion	general
綿	メン;わた	cotton	general
務	ム;つとめる	task; duties	general
夢	ム;ボウ;ゆめ;ゆめみる;くらい	dream; vision; illusion	general
墓	ボ;はか	grave; tomb	general
報	ホウ;むくいる	report; news; reward; retribution	general
豊	ホウ;ブ;ゆたか;とよ	bountiful; excellent; rich	general
暴	ボウ;バク;あばく;あばれる	outburst; rave; fret; force; violence; cruelty; outrage	general
貿	ボウ	trade; exchange	general
防	ボウ;ふせぐ	ward off; defend; protect; resist	general
弁	ベン;ヘン;わきまえる;わける;はなびら;あらそう	valve; petal; braid; speech; dialect; discrimination; dispose of; distinguish	general
保	ホ;ホウ;たもつ	protect; guarantee; keep; preserve; sustain; support	general
編	ヘン;あむ;-あみ	compilation; knit; plait; braid; twist; editing; completed poem; part of a book	general
武	ブ;ム;たけし	warrior; military; chivalry; arms	general
復	フク;また	restore; return to; revert; resume	general
複	フク	duplicate; double; compound; multiple	general
仏	ブツ;フツ;ほとけ	Buddha; the dead; France	general
貧	ヒン;ビン;まずしい	poverty; poor	general
婦	フ;よめ	lady; woman; wife; bride	general
富	フ;フウ;とむ;とみ	wealth; enrich; abundant	general
布	フ;ぬの	linen; cloth	general
判	ハン;バン;わかる	judgement; signature; stamp; seal	general
版	ハン	printing block; printing plate; edition; impression; label	general
犯	ハン;ボン;おかす	crime; sin; offense	general
比	ヒ;くらべる	compare; race; ratio; Philipines	general
肥	ヒ;こえる;こえ;こやす;こやし;ふとる	fertilizer; get fat; fertile; manure; pamper	general
非	ヒ;あらず	un-; mistake; negative; injustice; non-	general
備	ビ;そなえる;そなわる;つぶさに	equip; provision; preparation	general
俵	ヒョウ;たわら	bag; bale; sack; counter for bags	general
評	ヒョウ	evaluate; criticism; comment	general
任	ニン;まかせる;まかす	responsibility; duty; term; entrust to; appoint	general
燃	ネン;もえる;もやす;もす	burn; blaze; glow	general
能	ノウ;よく	ability; talent; skill; capacity	general
破	ハ;やぶる;やぶれる	rend; rip; tear; break; destroy; defeat; frustrate	general
導	ドウ;みちびく	guidance; leading; conduct; usher	general
銅	ドウ;あかがね	copper	general
徳	トク	benevolence; virtue; goodness; commanding respect	general
独	ドク;トク;ひとり	single; alone; spontaneously; Germany	general
統	トウ;すべる;ほびる	overall; relationship; ruling; governing	general
張	チョウ;はる;-はり;-ばり	lengthen; counter for bows & stringed instruments; stretch; spread; put up (tent)	general
提	テイ;チョウ;ダイ;さげる	propose; take along; carry in hand	general
程	テイ;ほど;-ほど	extent; degree; law; formula; distance; limits; amount	general
敵	テキ;かたき;あだ;かなう	enemy; foe; opponent	general
適	テキ;かなう	suitable; occasional; rare; qualified; capable	general
築	チク;きずく	fabricate; build; construct	general
断	ダン;たつ;ことわる;さだめる	severance; decline; refuse; apologize; warn; dismiss; prohibit; decision; judgement; cutting	general
団	ダン;トン;かたまり;まるい	group; association	general
退	タイ;しりぞく;しりぞける;ひく;のく;のける;どく	retreat; withdraw; retire; resign; repel; expel; reject	general
貸	タイ;かす;かし-;かし-	lend	general
態	タイ;わざと	attitude; condition; figure; appearance; voice (of verbs)	general
総	ソウ;すべて;すべて;ふさ	general; whole; all; full; total	general
像	ゾウ	statue; picture; image; figure; portrait	general
増	ゾウ;ます;まし;ふえる;ふやす	increase; add; augment; gain; promote	general
造	ゾウ;つくる;つくり;-づくり	create; make; structure; physique	general
則	ソク;のっとる	rule; follow; based on; model after	general
測	ソク;はかる	fathom; plan; scheme; measure	general
属	ゾク;ショク;さかん;つく;やから	belong; genus; subordinate official; affiliated	general
損	ソン;そこなう;そこなう;-そこなう;そこねる;-そこねる	damage; loss; disadvantage; hurt; injure	general
素	ソ;ス;もと	elementary; principle; naked; uncovered	general
績	セキ	exploits; unreeling cocoons	general
責	セキ;せめる	blame; condemn; censure	general
接	セツ;ショウ;つぐ	touch; contact; adjoin; piece together	general
設	セツ;もうける	establishment; provision; prepare	general
絶	ゼツ;たえる;たやす;たつ	discontinue; beyond; sever; cut off; abstain; interrupt; suppress	general
舌	ゼツ;した	tongue; reed; clapper	general
銭	セン;ゼン;ぜに;すき	coin; .01 yen; money	general
祖	ソ	ancestor; pioneer; founder	general
税	ゼイ	tax; duty	general
政	セイ;ショウ;まつりごと;まん	politics; government	general
精	セイ;ショウ;シヤウ	refined; ghost; fairy; energy; vitality; semen; excellence; purity; skill	general
製	セイ	made in...; manufacture	general
制	セイ	system; law; rule	general
勢	セイ;ゼイ;いきおい;はずみ	forces; energy; military strength	general
性	セイ;ショウ;さが	sex; gender; nature	general
常	ジョウ;つね;とこ-	usual; ordinary; normal; regular	general
情	ジョウ;セイ;なさけ	feelings; emotion; passion; sympathy; circumstances; facts	general
条	ジョウ;チョウ;デキ;えだ;すじ	article; clause; item; stripe; streak	general
状	ジョウ	status quo; conditions; circumstances; form; appearance	general
織	ショク;シキ;おる;おり;おり;-おり;-おり	weave; fabric	general
職	ショク;ソク	post; employment; work	general
序	ジョ;ついで;ついで	preface; beginning; order; precedence; occasion; chance; incidentally	general
承	ショウ;ジョウ;うけたまわる;うける;ささげる;とどめる;たすける;こらす;ついで;すくう	acquiesce; hear; listen to; be informed; receive	general
招	ショウ;まねく	beckon; invite; summon; engage	general
証	ショウ;あかし	evidence; proof; certificate	general
準	ジュン;じゅんじる;じゅんずる;なぞらえる;のり;ひとしい;みずもり	semi-; correspond to; proportionate to; conform; imitate	general
術	ジュツ;すべ	art; technique; skill; means; trick; resources; magic	general
述	ジュツ;のべる	mention; state; speak; relate	general
授	ジュ;さずける;さずかる	impart; instruct; grant; confer	general
修	シュウ;シュ;おさめる;おさまる	discipline; conduct oneself well; study; master	general
謝	シャ;あやまる	apologize; thank; refuse	general
舎	シャ;セキ;やどる	cottage; inn; hut; house; mansion	general
識	シキ;しる;しるす	discriminating; know; write	general
質	シツ;シチ;チ;たち;ただす;もと;わりふ	substance; quality; matter; temperament	general
資	シ	assets; resources; capital; funds; data; be conducive to; contribute to	general
飼	シ;かう	domesticate; raise; keep; feed	general
似	ジ;にる;ひる	becoming; resemble; counterfeit; imitate; suitable	general
示	ジ;シ;しめす	show; indicate; point out; express; display	general
支	シ;ささえる;つかえる;かう	branch; support; sustain; branch radical (no. 65)	general
枝	シ;えだ	bough; branch; twig; limb; counter for branches	general
師	シ;ス;もろもろ;ならう	expert; teacher; master; model; exemplar; army (incl. counter); war	general
志	シ;シリング;こころざす;こころざし	intention; plan; resolve; aspire; motive; hopes; shilling	general
賛	サン;たすける;たたえる	approve; praise; title or inscription on picture; assist; agree with	general
酸	サン;すい	acid; bitterness; sour; tart	general
雑	ザツ;ゾウ;まじえる;まじる	miscellaneous	general
桜	オウ;ヨウ;さくら	cherry	general
際	サイ;きわ;-ぎわ	occasion; side; edge; verge; dangerous; adventurous; indecent; time; when	general
在	ザイ;ある	exist; outskirts; suburbs; located in	general
罪	ザイ;つみ	guilt; sin; crime; fault; blame; offense	general
財	ザイ;サイ;ゾク;たから	property; money; wealth; assets	general
査	サ	investigate	general
再	サイ;サ;ふたたび	again; twice; second time	general
妻	サイ;つま	wife; spouse	general
採	サイ;とる	pick; take; fetch; take up	general
災	サイ;わざわい	disaster; calamity; woe; curse; evil	general
講	コウ	lecture; club; association	general
鉱	コウ;あらがね	mineral; ore	general
混	コン;まじる;-まじり;まざる;まぜる;こむ	mix; blend; confuse	general
構	コウ;かまえる;かまう	posture; build; pretend	general
耕	コウ;たがやす	till; plow; cultivate	general
効	コウ;きく;ききめ;ならう	merit; efficacy; efficiency; benefit	general
厚	コウ;あつい;あか	thick; heavy; rich; kind; cordial; brazen; shameless	general
護	ゴ;まもる	safeguard; protect	general
限	ゲン;かぎる;かぎり;-かぎり	limit; restrict; to best of ability	general
個	コ;カ	individual; counter for articles	general
故	コ;ゆえ;ふるい;もと	happenstance; especially; intentionally; reason; cause; circumstances; the late; therefore; consequently	general
経	ケイ;キョウ;へる;たつ;たていと;はかる;のり	sutra; longitude; pass thru; expire; warp	general
潔	ケツ;いさぎよい	undefiled; pure; clean; righteous; gallant	general
件	ケン;くだん	affair; case; matter; item	general
券	ケン	ticket	general
検	ケン;しらべる	examination; investigate	general
険	ケン;けわしい	precipitous; inaccessible place; impregnable position; steep place; sharp eyes	general
減	ゲン;へる;へらす	dwindle; decrease; reduce; decline; curtail; get hungry	general
現	ゲン;あらわれる;あらわす;うつつ;うつつ	present; existing; actual	general
句	ク	phrase; clause; sentence; passage; paragraph; counter for haiku	general
群	グン;むれる;むれ;むら;むらがる	flock; group; crowd; herd; swarm; cluster	general
興	コウ;キョウ;おこる;おこす	entertain; revive; retrieve; interest; pleasure	general
均	キン;ならす	level; average	general
禁	キン	prohibition; ban; forbid	general
境	キョウ;ケイ;さかい	boundary; border; region	general
許	キョ;ゆるす;もと	permit; approve	general
居	キョ;コ;いる;-い;おる	reside; to be; exist; live with	general
旧	キュウ;ふるい;もと	old times; old things; old friend; former; ex-	general
規	キ	standard; measure	general
技	ギ;わざ	skill; art; craft; ability; feat; performance; vocation; arts	general
義	ギ	righteousness; justice; morality; honor; loyalty; meaning	general
逆	ギャク;ゲキ;さか;さかさ;さからう	inverted; reverse; opposite; wicked	general
久	キュウ;ク;ひさしい	long time; old story	general
寄	キ;よる;-より;よせる	draw near; stop in; bring near; gather; collect; send; forward	general
基	キ;もと;もとい	fundamentals; radical (chem); counter for machines; foundation	general
眼	ガン;ゲン;まなこ;め	eyeball	general
刊	カン	publish; carve; engrave	general
幹	カン;みき	tree trunk	general
慣	カン;なれる;ならす	accustomed; get used to; become experienced	general
格	カク;コウ;キャク;ゴウ	status; rank; capacity; character; case (law, grammar)	general
確	カク;コウ;たしか;たしかめる	assurance; firm; tight; hard; solid; confirm; clear; evident	general
額	ガク;ひたい	forehead; tablet; plaque; framed picture; sum; amount; volume	general
快	カイ;こころよい	cheerful; pleasant; agreeable; comfortable	general
営	エイ;いとなむ;いとなみ	occupation; camp; perform; build; conduct (business)	general
永	エイ;ながい	eternity; long; lengthy	general
衛	エイ;エ	defense; protection	general
液	エキ	fluid; liquid; juice; sap; secretion	general
益	エキ;ヤク;ます	benefit; gain; profit; advantage	general
演	エン	performance; act; play; render; stage	general
往	オウ;いく;いにしえ;さきに;ゆく	journey; chase away; let go; going; travel	general
応	オウ;ヨウ;-ノウ;あたる;まさに;こたえる	apply; answer; yes; OK; reply; accept	general
恩	オン	grace; kindness; goodness; favor; mercy; blessing; benefit	general
仮	カ;ケ;かり;かり-	sham; temporary; interim; assumed (name); informal	general
価	カ;ケ;あたい	value; price	general
可	カ;コク;-べき;-べし	can; passable; mustn't; should not; do not	general
河	カ;かわ	river	general
過	カ;すぎる;-すぎる;-すぎ;すごす;あやまつ;あやまち;よぎる	overdo; exceed; go beyond; error	general
賀	ガ	congratulations; joy	general
解	カイ;ゲ;とく;とかす;とける;ほどく;ほどける;わかる;さとる	unravel; notes; key; explanation; understanding; untie; undo; solve; answer; cancel; absolve; explain; minute	general
圧	アツ;エン;オウ;おす;へす;おさえる;おさえる	pressure; push; overwhelm; oppress; dominate	general
易	エキ;イ;やさしい;やすい	easy; ready to; simple; fortune-telling; divination	general
移	イ;うつる;うつす	shift; move; change; drift; catch (cold, fire); pass into	general
因	イン;よる;ちなむ	cause; factor; be associated with; depend on; be limited to	general
朗	ロウ;ほがらか;あきらか	melodious; clear; bright; serene; cheerful	general
論	ロン	argument; discourse	general
臨	リン;のぞむ	look to; face; meet; confront; attend; call on	general
欲	ヨク;ほっする;ほしい	longing; covetousness; greed; passion; desire; craving	general
翌	ヨク	the following; next	general
乱	ラン;ロン;みだれる;みだる;みだす;みだ;おさめる;わたる	riot; war; disorder; disturb	general
卵	ラン;たまご	egg; ovum; spawn; roe	general
覧	ラン;みる	perusal; see	general
裏	リ;うら	back; amidst; in; reverse; inside; palm; sole; rear; lining; wrong side	general
律	リツ;リチ;レツ	rhythm; law; regulation; gauge; control	general
幼	ヨウ;おさない	infancy; childhood	general
郵	ユウ	mail; stagecoach stop	general
優	ユウ;ウ;やさしい;すぐれる;まさる	tenderness; excel; surpass; actor; superiority; gentleness	general
訳	ヤク;わけ	translate; reason; circumstance; case	general
盟	メイ	alliance; oath	general
模	モ;ボ	imitation; copy; mock	general
密	ミツ;ひそか	secrecy; density (pop); minuteness; carefulness	general
枚	マイ;バイ	sheet of...; counter for flat thin objects or sheets	general
幕	マク;バク;とばり	curtain; bunting; act of play	general
補	ホ;おぎなう	supplement; supply; make good; offset; compensate; assistant; learner	general
暮	ボ;くれる;くらす	livelihood; make a living; spend time	general
宝	ホウ;たから	treasure; wealth; valuables	general
訪	ホウ;おとずれる;たずねる;とう	call on; visit; look up; offer sympathy	general
亡	ボウ;モウ;ない;なき-;ほろびる;ほろぶ;ほろぼす	deceased; the late; dying; perish	general
忘	ボウ;わすれる	forget	general
棒	ボウ	rod; stick; cane; pole; club; line	general
並	ヘイ;ホウ;なみ;ならべる;ならぶ;ならびに	row; and; besides; as well as; line up; rank with; rival; equal	general
閉	ヘイ;とじる;とざす;しめる;しまる;たてる	closed; shut	general
陛	ヘイ	highness; steps (of throne)	general
片	ヘン;かた-;かた	one-sided; leaf; sheet; right-side kata radical (no. 91)	general
腹	フク;はら	abdomen; belly; stomach	general
奮	フン;ふるう	stirred up; be invigorated; flourish	general
班	ハン	squad; corps; unit; group	general
晩	バン	nightfall; night	general
否	ヒ;いな;いや	negate; no; noes; refuse; decline; deny	general
批	ヒ	criticism; strike	general
秘	ヒ;ひめる;ひそか;かくす	secret; conceal	general
難	ナン;かたい;-がたい;むずかしい;むづかしい;むつかしい;-にくい	difficult; impossible; trouble; accident; defect	general
乳	ニュウ;ちち;ち	milk; breasts	general
認	ニン;みとめる;したためる	acknowledge; witness; discern; recognize; appreciate; believe	general
納	ノウ;ナッ;ナ;ナン;トウ;おさめる;-おさめる;おさまる	settlement; obtain; reap; pay; supply; store	general
脳	ノウ;ドウ;のうずる	brain; memory	general
派	ハ	faction; group; party; clique; sect; school	general
俳	ハイ	haiku; actor	general
拝	ハイ;おがむ;おろがむ	worship; adore; pray to	general
